"Pathway","Exposure","Mediator","Outcome","individual_IE","PIP_individual_IE","IED","PIP_IED","IEC","PIP_IEC"
"Apoptosis","CNA_BID","mRNA_BCL2","Drug_dacomitinib","-1.342e-05","0.0094","-4.16e-06","0.0036","-9.26e-06","0.0058"
"Apoptosis","CNA_BID","Protein_BAD","Drug_dacomitinib","0.00018404","0.0161","0.00014603","0.0069","3.8e-05","0.0094"
"Apoptosis","CNA_BID","Protein_BAK1","Drug_dacomitinib","-1.966e-05","0.0047","-2.241e-05","0.0012","2.75e-06","0.004"
"Apoptosis","CNA_BID","Protein_BAX","Drug_dacomitinib","-0.00012009","0.0161","-6.441e-05","0.0066","-5.568e-05","0.0102"
"Apoptosis","CNA_BID","Protein_BCL2","Drug_dacomitinib","-1.15e-06","0.0018","-7.7e-06","4e-04","6.56e-06","0.0014"
"Apoptosis","CNA_BID","Protein_BCL2L1","Drug_dacomitinib","1.616e-05","0.0025","2.514e-05","3e-04","-8.98e-06","0.0022"
"Apoptosis","CNA_BID","Protein_BID","Drug_dacomitinib","-1.269e-05","0.0089","-9.57e-06","0.0013","-3.11e-06","0.0076"
"Apoptosis","CNA_BID","Protein_BCL2L11","Drug_dacomitinib","-1.369e-05","0.004","-1.497e-05","0.0014","1.28e-06","0.0026"
"Apoptosis","CNA_BID","Protein_CASP7","Drug_dacomitinib","-7.037e-05","0.0099","-6.877e-05","0.0087","-1.6e-06","0.0013"
"Apoptosis","CNA_BID","Protein_BIRC2","Drug_dacomitinib","3.574e-05","0.0285","1.93e-05","0.0138","1.644e-05","0.015"
"Apoptosis","CNA_BAK1","mRNA_BAD","Drug_dacomitinib","-0.00191588","0.1343","-0.0002905","0.0098","-0.00162539","0.1328"
"Apoptosis","CNA_BAK1","mRNA_BID","Drug_dacomitinib","7.2e-07","5e-04","7.2e-07","5e-04","0","0"
"Apoptosis","CNA_BAK1","mRNA_BAK1","Drug_dacomitinib","0.00013636","0.0232","0.00013874","0.0232","-2.38e-06","0.0012"
"Apoptosis","CNA_BAK1","mRNA_BAX","Drug_dacomitinib","2.31e-06","0.0027","3.15e-06","8e-04","-8.4e-07","0.0019"
"Apoptosis","CNA_BAK1","mRNA_BIRC2","Drug_dacomitinib","0.00096337","0.0327","0.00095264","0.031","1.073e-05","0.0025"
"Apoptosis","CNA_BAK1","mRNA_BCL2L11","Drug_dacomitinib","-1.994e-05","0.004","-5.03e-06","0.0023","-1.491e-05","0.0019"
"Apoptosis","CNA_BAK1","mRNA_CASP7","Drug_dacomitinib","-2.72e-05","0.0144","-1.96e-06","8e-04","-2.524e-05","0.0141"
"Apoptosis","CNA_BAK1","mRNA_BCL2L1","Drug_dacomitinib","-1.6e-07","0.0014","-2.7e-07","3e-04","1.1e-07","0.0012"
"Apoptosis","CNA_BAK1","mRNA_BCL2","Drug_dacomitinib","0.00012546","0.0136","7.017e-05","0.0027","5.529e-05","0.011"
"Apoptosis","CNA_BAK1","Protein_BAD","Drug_dacomitinib","0.00021269","0.0239","0.00016414","0.0127","4.855e-05","0.013"
"Apoptosis","CNA_BAK1","Protein_BAK1","Drug_dacomitinib","3.91e-06","0.003","-1.56e-06","4e-04","5.47e-06","0.0026"
"Apoptosis","CNA_BAK1","Protein_BAX","Drug_dacomitinib","-5.949e-05","0.0106","-4.094e-05","0.0024","-1.855e-05","0.0085"
"Apoptosis","CNA_BAK1","Protein_BCL2","Drug_dacomitinib","3.091e-05","0.0155","2.52e-05","0.0143","5.71e-06","0.0023"
"Apoptosis","CNA_BAK1","Protein_BCL2L1","Drug_dacomitinib","1.1e-07","0.0041","-5.45e-06","0.0011","5.56e-06","0.0036"
"Apoptosis","CNA_BAK1","Protein_BID","Drug_dacomitinib","4.68e-06","0.0053","1.078e-05","0.0023","-6.09e-06","0.0037"
"Apoptosis","CNA_BAK1","Protein_BCL2L11","Drug_dacomitinib","1.978e-05","0.0082","1.42e-06","5e-04","1.836e-05","0.0077"
"Apoptosis","CNA_BAK1","Protein_CASP7","Drug_dacomitinib","1.016e-05","0.0041","1.354e-05","0.0016","-3.39e-06","0.0025"
"Apoptosis","CNA_BAK1","Protein_BIRC2","Drug_dacomitinib","2.324e-05","0.0276","2.972e-05","0.0158","-6.48e-06","0.0124"
"Apoptosis","mRNA_BAD","Protein_BAD","Drug_dacomitinib","0.00518607","0.1228","0.00496513","0.1092","0.00022094","0.0203"
"Apoptosis","mRNA_BAD","Protein_BAK1","Drug_dacomitinib","-1.482e-05","0.0084","-1.608e-05","0.0012","1.26e-06","0.0075"
"Apoptosis","mRNA_BAD","Protein_BAX","Drug_dacomitinib","-0.00139802","0.0665","-0.00057826","0.0163","-0.00081976","0.0561"
"Apoptosis","mRNA_BAD","Protein_BCL2","Drug_dacomitinib","-1.148e-05","0.0041","-1.316e-05","9e-04","1.68e-06","0.0033"
"Apoptosis","mRNA_BAD","Protein_BCL2L1","Drug_dacomitinib","-1.903e-05","0.006","-1.033e-05","0.0015","-8.71e-06","0.0046"
"Apoptosis","mRNA_BAD","Protein_BID","Drug_dacomitinib","4.45e-06","0.0131","8.8e-07","3e-04","3.57e-06","0.0129"
"Apoptosis","mRNA_BAD","Protein_BCL2L11","Drug_dacomitinib","-1.575e-05","0.0102","-6.58e-06","4e-04","-9.16e-06","0.0098"
"Apoptosis","mRNA_BAD","Protein_CASP7","Drug_dacomitinib","0.00022616","0.0223","0.00021324","0.0212","1.292e-05","0.0028"
"Apoptosis","mRNA_BAD","Protein_BIRC2","Drug_dacomitinib","-0.00030442","0.0379","-0.00019032","0.0118","-0.0001141","0.0272"
"Apoptosis","mRNA_BID","Protein_BAD","Drug_dacomitinib","-6.345e-05","0.0133","-5.029e-05","0.0065","-1.316e-05","0.0071"
"Apoptosis","mRNA_BID","Protein_BAK1","Drug_dacomitinib","4.11e-06","0.0055","2.18e-06","0.0034","1.93e-06","0.0025"
"Apoptosis","mRNA_BID","Protein_BAX","Drug_dacomitinib","5.681e-05","0.0068","4.292e-05","0.0029","1.389e-05","0.0041"
"Apoptosis","mRNA_BID","Protein_BCL2","Drug_dacomitinib","-2.1e-06","0.0031","-1.05e-06","0.0012","-1.05e-06","0.0024"
"Apoptosis","mRNA_BID","Protein_BCL2L1","Drug_dacomitinib","3.2e-06","0.0039","4e-07","0.0018","2.8e-06","0.0021"
"Apoptosis","mRNA_BID","Protein_BID","Drug_dacomitinib","-1.584e-05","0.0048","-9.07e-06","0.0015","-6.77e-06","0.0034"
"Apoptosis","mRNA_BID","Protein_BCL2L11","Drug_dacomitinib","-1.23e-06","0.0016","0","0","-1.23e-06","0.0016"
"Apoptosis","mRNA_BID","Protein_CASP7","Drug_dacomitinib","-6.17e-06","0.0017","-4.37e-06","4e-04","-1.8e-06","0.0013"
"Apoptosis","mRNA_BID","Protein_BIRC2","Drug_dacomitinib","-0.00042976","0.042","-0.00039588","0.0326","-3.388e-05","0.0103"
"Apoptosis","mRNA_BAK1","Protein_BAD","Drug_dacomitinib","1.268e-05","0.0173","3.344e-05","0.006","-2.076e-05","0.0115"
"Apoptosis","mRNA_BAK1","Protein_BAK1","Drug_dacomitinib","-1.188e-05","0.0028","-1.2e-05","0.0014","1.2e-07","0.0014"
"Apoptosis","mRNA_BAK1","Protein_BAX","Drug_dacomitinib","-4.661e-05","0.0071","-3.836e-05","0.0036","-8.26e-06","0.0035"
"Apoptosis","mRNA_BAK1","Protein_BCL2","Drug_dacomitinib","8.35e-06","0.0047","-2e-08","0.0017","8.37e-06","0.003"
"Apoptosis","mRNA_BAK1","Protein_BCL2L1","Drug_dacomitinib","1.26e-06","0.0045","3.5e-07","0.002","9.1e-07","0.0031"
"Apoptosis","mRNA_BAK1","Protein_BID","Drug_dacomitinib","1.028e-05","0.0074","1.184e-05","0.0031","-1.56e-06","0.0052"
"Apoptosis","mRNA_BAK1","Protein_BCL2L11","Drug_dacomitinib","8.92e-06","0.0062","4.82e-06","0.0013","4.09e-06","0.0051"
"Apoptosis","mRNA_BAK1","Protein_CASP7","Drug_dacomitinib","1.543e-05","0.0034","4.86e-06","0.0018","1.057e-05","0.0023"
"Apoptosis","mRNA_BAK1","Protein_BIRC2","Drug_dacomitinib","-2.005e-05","0.0302","2.08e-05","0.0142","-4.085e-05","0.0168"
"Apoptosis","mRNA_BAX","Protein_BAD","Drug_dacomitinib","-0.00224494","0.1738","-0.00032786","0.0164","-0.00191708","0.1684"
"Apoptosis","mRNA_BAX","Protein_BAK1","Drug_dacomitinib","2.171e-05","0.0082","1.769e-05","0.0025","4.02e-06","0.0063"
"Apoptosis","mRNA_BAX","Protein_BAX","Drug_dacomitinib","0.00346856","0.1074","0.0034009","0.1045","6.766e-05","0.0098"
"Apoptosis","mRNA_BAX","Protein_BCL2","Drug_dacomitinib","-1.39e-05","0.0104","-1.3e-05","0.0076","-9e-07","0.0029"
"Apoptosis","mRNA_BAX","Protein_BCL2L1","Drug_dacomitinib","-1.308e-05","0.0087","-6.79e-06","0.0032","-6.29e-06","0.0061"
"Apoptosis","mRNA_BAX","Protein_BID","Drug_dacomitinib","2.421e-05","0.0054","2.691e-05","0.0017","-2.69e-06","0.0043"
"Apoptosis","mRNA_BAX","Protein_BCL2L11","Drug_dacomitinib","6.073e-05","0.0113","6.191e-05","0.0032","-1.18e-06","0.0087"
"Apoptosis","mRNA_BAX","Protein_CASP7","Drug_dacomitinib","4.903e-05","0.0066","5.075e-05","0.0038","-1.72e-06","0.0033"
"Apoptosis","mRNA_BAX","Protein_BIRC2","Drug_dacomitinib","-4.61e-06","0.038","-9.02e-05","0.0106","8.559e-05","0.0285"
"Apoptosis","mRNA_BIRC2","Protein_BAD","Drug_dacomitinib","0.00025151","0.026","0.00013563","0.0096","0.00011588","0.0168"
"Apoptosis","mRNA_BIRC2","Protein_BAK1","Drug_dacomitinib","-4.107e-05","0.0128","1.073e-05","0.0021","-5.18e-05","0.0112"
"Apoptosis","mRNA_BIRC2","Protein_BAX","Drug_dacomitinib","-0.00011023","0.0122","-6.679e-05","0.0039","-4.344e-05","0.0089"
"Apoptosis","mRNA_BIRC2","Protein_BCL2","Drug_dacomitinib","-1.956e-05","0.0073","-2.484e-05","0.0048","5.27e-06","0.0035"
"Apoptosis","mRNA_BIRC2","Protein_BCL2L1","Drug_dacomitinib","3.99e-06","0.012","1.035e-05","0.001","-6.36e-06","0.0115"
"Apoptosis","mRNA_BIRC2","Protein_BID","Drug_dacomitinib","5.5e-07","0.0079","2.94e-06","0.0011","-2.39e-06","0.0069"
"Apoptosis","mRNA_BIRC2","Protein_BCL2L11","Drug_dacomitinib","-1.558e-05","0.0077","-2.444e-05","8e-04","8.86e-06","0.0074"
"Apoptosis","mRNA_BIRC2","Protein_CASP7","Drug_dacomitinib","1.39e-06","0.0062","-5.43e-06","0.0033","6.83e-06","0.0034"
"Apoptosis","mRNA_BIRC2","Protein_BIRC2","Drug_dacomitinib","0.02741536","0.3775","0.02740278","0.3767","1.258e-05","0.0174"
"Apoptosis","mRNA_BCL2L11","Protein_BAD","Drug_dacomitinib","0.00023767","0.0366","0.00010001","0.0103","0.00013766","0.0275"
"Apoptosis","mRNA_BCL2L11","Protein_BAK1","Drug_dacomitinib","-7.55e-06","0.0198","3.04e-06","0.0025","-1.059e-05","0.0184"
"Apoptosis","mRNA_BCL2L11","Protein_BAX","Drug_dacomitinib","-9.327e-05","0.0153","-7.422e-05","0.0075","-1.905e-05","0.0104"
"Apoptosis","mRNA_BCL2L11","Protein_BCL2","Drug_dacomitinib","-2.601e-05","0.0244","-4.272e-05","0.002","1.67e-05","0.0232"
"Apoptosis","mRNA_BCL2L11","Protein_BCL2L1","Drug_dacomitinib","-7.38e-05","0.021","-3.14e-05","0.0058","-4.24e-05","0.0173"
"Apoptosis","mRNA_BCL2L11","Protein_BID","Drug_dacomitinib","6.361e-05","0.0211","5.764e-05","0.0158","5.97e-06","0.0073"
"Apoptosis","mRNA_BCL2L11","Protein_BCL2L11","Drug_dacomitinib","-0.00118305","0.0422","-0.00117111","0.0421","-1.194e-05","0.0063"
"Apoptosis","mRNA_BCL2L11","Protein_CASP7","Drug_dacomitinib","3.981e-05","0.0159","1.116e-05","0.0013","2.864e-05","0.0151"
"Apoptosis","mRNA_BCL2L11","Protein_BIRC2","Drug_dacomitinib","0.00018336","0.0678","5.14e-06","0.0224","0.00017822","0.0502"
"Apoptosis","mRNA_CASP7","Protein_BAD","Drug_dacomitinib","0.00014164","0.0309","1.942e-05","0.0085","0.00012222","0.0236"
"Apoptosis","mRNA_CASP7","Protein_BAK1","Drug_dacomitinib","2.375e-05","0.0086","4.07e-06","0.0014","1.969e-05","0.0075"
"Apoptosis","mRNA_CASP7","Protein_BAX","Drug_dacomitinib","-9.136e-05","0.0163","-6.423e-05","0.0068","-2.713e-05","0.0105"
"Apoptosis","mRNA_CASP7","Protein_BCL2","Drug_dacomitinib","3.52e-06","0.0056","-1.207e-05","9e-04","1.559e-05","0.005"
"Apoptosis","mRNA_CASP7","Protein_BCL2L1","Drug_dacomitinib","1.068e-05","0.0116","-5.8e-06","0.002","1.648e-05","0.0101"
"Apoptosis","mRNA_CASP7","Protein_BID","Drug_dacomitinib","-5.08e-05","0.0202","-4.376e-05","0.0102","-7.04e-06","0.0147"
"Apoptosis","mRNA_CASP7","Protein_BCL2L11","Drug_dacomitinib","1.251e-05","0.0156","-1.386e-05","0.0012","2.637e-05","0.0147"
"Apoptosis","mRNA_CASP7","Protein_CASP7","Drug_dacomitinib","-0.00030614","0.029","-0.00028321","0.0283","-2.292e-05","0.0021"
"Apoptosis","mRNA_CASP7","Protein_BIRC2","Drug_dacomitinib","-2.799e-05","0.0511","4.07e-05","0.0107","-6.869e-05","0.042"
"Apoptosis","mRNA_BCL2L1","Protein_BAD","Drug_dacomitinib","0.00165029","0.0616","0.00123884","0.0328","0.00041145","0.0348"
"Apoptosis","mRNA_BCL2L1","Protein_BAK1","Drug_dacomitinib","-5.447e-05","0.009","-4.604e-05","0.0066","-8.42e-06","0.0033"
"Apoptosis","mRNA_BCL2L1","Protein_BAX","Drug_dacomitinib","-0.00065298","0.0363","-0.00033756","0.0113","-0.00031542","0.0257"
"Apoptosis","mRNA_BCL2L1","Protein_BCL2","Drug_dacomitinib","1.141e-05","0.0086","-3.94e-06","0.0015","1.535e-05","0.0073"
"Apoptosis","mRNA_BCL2L1","Protein_BCL2L1","Drug_dacomitinib","0.00014066","0.0174","0.00014862","0.0146","-7.97e-06","0.0047"
"Apoptosis","mRNA_BCL2L1","Protein_BID","Drug_dacomitinib","-3.968e-05","0.0186","-1.177e-05","0.0048","-2.792e-05","0.0149"
"Apoptosis","mRNA_BCL2L1","Protein_BCL2L11","Drug_dacomitinib","-2.687e-05","0.0049","-2.095e-05","8e-04","-5.92e-06","0.0041"
"Apoptosis","mRNA_BCL2L1","Protein_CASP7","Drug_dacomitinib","8.794e-05","0.0094","8.11e-05","0.0054","6.84e-06","0.0044"
"Apoptosis","mRNA_BCL2L1","Protein_BIRC2","Drug_dacomitinib","0.00032442","0.0847","1.65e-05","0.0147","0.00030792","0.0727"
"Apoptosis","mRNA_BCL2","Protein_BAD","Drug_dacomitinib","0.00040275","0.0651","5.22e-06","0.0426","0.00039753","0.0325"
"Apoptosis","mRNA_BCL2","Protein_BAK1","Drug_dacomitinib","2.189e-05","0.0178","2.576e-05","0.001","-3.87e-06","0.017"
"Apoptosis","mRNA_BCL2","Protein_BAX","Drug_dacomitinib","-0.00010836","0.036","-7.956e-05","0.0074","-2.88e-05","0.0297"
"Apoptosis","mRNA_BCL2","Protein_BCL2","Drug_dacomitinib","-0.00055743","0.0394","-0.00054745","0.0394","-9.99e-06","0.004"
"Apoptosis","mRNA_BCL2","Protein_BCL2L1","Drug_dacomitinib","4.179e-05","0.0152","-5.59e-06","0.0015","4.738e-05","0.0144"
"Apoptosis","mRNA_BCL2","Protein_BID","Drug_dacomitinib","1.047e-05","0.015","1.838e-05","0.0118","-7.91e-06","0.0057"
"Apoptosis","mRNA_BCL2","Protein_BCL2L11","Drug_dacomitinib","0.00026813","0.0256","3e-08","5e-04","0.00026811","0.0251"
"Apoptosis","mRNA_BCL2","Protein_CASP7","Drug_dacomitinib","-1.128e-05","0.0095","3.21e-06","8e-04","-1.449e-05","0.0092"
"Apoptosis","mRNA_BCL2","Protein_BIRC2","Drug_dacomitinib","-9.2e-07","0.0458","-8.499e-05","0.0114","8.406e-05","0.0362"
"Cell cycle","CNA_CDK1","mRNA_CCNE1","Drug_dacomitinib","-2.012e-05","0.0048","-2.107e-05","0.0033","9.5e-07","0.0016"
"Cell cycle","CNA_CDK1","mRNA_FOXM1","Drug_dacomitinib","2.82e-06","0.0074","-3e-08","0.0014","2.85e-06","0.0061"
"Cell cycle","CNA_CDK1","mRNA_CDKN1B","Drug_dacomitinib","-2.383e-05","0.0054","-1.991e-05","0.0028","-3.92e-06","0.0031"
"Cell cycle","CNA_CDK1","mRNA_PCNA","Drug_dacomitinib","-1.045e-05","0.0188","1.12e-05","6e-04","-2.165e-05","0.0187"
"Cell cycle","CNA_CDK1","mRNA_CCNB1","Drug_dacomitinib","-5.651e-05","0.0241","-2.297e-05","0.0021","-3.355e-05","0.0235"
"Cell cycle","CNA_CDK1","mRNA_CDK1","Drug_dacomitinib","6.739e-05","0.0334","6.381e-05","0.0323","3.58e-06","0.0042"
"Cell cycle","CNA_CDK1","mRNA_CCNE2","Drug_dacomitinib","-1.306e-05","0.0137","-5.5e-07","0.003","-1.251e-05","0.0119"
"Cell cycle","CNA_CDK1","Protein_CDK1","Drug_dacomitinib","9.95e-06","0.0122","-1.09e-06","0.0068","1.104e-05","0.0055"
"Cell cycle","CNA_CDK1","Protein_CCNB1","Drug_dacomitinib","-2.87e-06","0.0066","-9.4e-07","7e-04","-1.93e-06","0.0059"
"Cell cycle","CNA_CDK1","Protein_CCNE1","Drug_dacomitinib","-8.4e-06","0.0065","-6.74e-06","0.0062","-1.66e-06","4e-04"
"Cell cycle","CNA_CDK1","Protein_CCNE2","Drug_dacomitinib","6.713e-05","0.0098","5.546e-05","0.0037","1.167e-05","0.0065"
"Cell cycle","CNA_CDK1","Protein_FOXM1","Drug_dacomitinib","5.72e-06","0.004","4.79e-06","0.0021","9.3e-07","0.0022"
"Cell cycle","CNA_CDK1","Protein_CDKN1B","Drug_dacomitinib","1.201e-05","0.0036","2.124e-05","0.0015","-9.23e-06","0.0022"
"Cell cycle","CNA_CDK1","Protein_PCNA","Drug_dacomitinib","-1.01e-05","0.0053","-1.99e-06","0.0025","-8.11e-06","0.003"
"Cell cycle","CNA_FOXM1","mRNA_CCNE1","Drug_dacomitinib","-2.092e-05","0.0032","-1.815e-05","0.0026","-2.76e-06","8e-04"
"Cell cycle","CNA_FOXM1","mRNA_FOXM1","Drug_dacomitinib","-0.00024982","0.0286","-0.00023332","0.0279","-1.65e-05","0.0042"
"Cell cycle","CNA_FOXM1","mRNA_CDKN1B","Drug_dacomitinib","0.00018573","0.0129","0.00021892","0.0083","-3.319e-05","0.005"
"Cell cycle","CNA_FOXM1","mRNA_PCNA","Drug_dacomitinib","-1.188e-05","0.0078","-1.826e-05","7e-04","6.38e-06","0.0071"
"Cell cycle","CNA_FOXM1","mRNA_CCNB1","Drug_dacomitinib","-8.912e-05","0.0263","2.08e-06","0.0022","-9.119e-05","0.0257"
"Cell cycle","CNA_FOXM1","mRNA_CDK1","Drug_dacomitinib","-6.165e-05","0.0115","-2.99e-05","0.0036","-3.175e-05","0.0093"
"Cell cycle","CNA_FOXM1","mRNA_CCNE2","Drug_dacomitinib","1e-08","0.0085","6.27e-06","0.0043","-6.26e-06","0.0055"
"Cell cycle","CNA_FOXM1","Protein_CDK1","Drug_dacomitinib","-0.01177491","0.1029","-0.01174602","0.0974","-2.889e-05","0.0072"
"Cell cycle","CNA_FOXM1","Protein_CCNB1","Drug_dacomitinib","2.798e-05","0.012","-2.07e-06","0.0031","3.004e-05","0.0091"
"Cell cycle","CNA_FOXM1","Protein_CCNE1","Drug_dacomitinib","-1.338e-05","0.0052","-1.129e-05","0.0038","-2.1e-06","0.0014"
"Cell cycle","CNA_FOXM1","Protein_CCNE2","Drug_dacomitinib","0.0004327","0.0251","0.00028487","0.0129","0.00014783","0.0126"
"Cell cycle","CNA_FOXM1","Protein_FOXM1","Drug_dacomitinib","-2.86e-05","0.0085","-1.09e-05","0.0034","-1.77e-05","0.0052"
"Cell cycle","CNA_FOXM1","Protein_CDKN1B","Drug_dacomitinib","4.914e-05","0.0079","2.626e-05","0.0048","2.287e-05","0.0036"
"Cell cycle","CNA_FOXM1","Protein_PCNA","Drug_dacomitinib","-4.608e-05","0.0108","-2.171e-05","0.0047","-2.437e-05","0.0062"
"Cell cycle","CNA_CDKN1B","mRNA_CCNE1","Drug_dacomitinib","-8.1e-07","0.0032","-9.81e-06","0.0022","9e-06","0.001"
"Cell cycle","CNA_CDKN1B","mRNA_FOXM1","Drug_dacomitinib","-7.201e-05","0.0102","-6.801e-05","0.0054","-4e-06","0.0056"
"Cell cycle","CNA_CDKN1B","mRNA_CDKN1B","Drug_dacomitinib","0.00105485","0.0325","0.00103169","0.0316","2.316e-05","0.0025"
"Cell cycle","CNA_CDKN1B","mRNA_PCNA","Drug_dacomitinib","-6.34e-06","0.0052","-3.6e-06","2e-04","-2.74e-06","0.0051"
"Cell cycle","CNA_CDKN1B","mRNA_CCNB1","Drug_dacomitinib","8.13e-06","0.0104","2.453e-05","0.0014","-1.64e-05","0.0094"
"Cell cycle","CNA_CDKN1B","mRNA_CDK1","Drug_dacomitinib","-1.995e-05","0.008","-1.299e-05","0.0028","-6.96e-06","0.0058"
"Cell cycle","CNA_CDKN1B","mRNA_CCNE2","Drug_dacomitinib","-1.011e-05","0.0141","4.46e-06","0.0048","-1.457e-05","0.0107"
"Cell cycle","CNA_CDKN1B","Protein_CDK1","Drug_dacomitinib","0.01100501","0.1051","0.01100057","0.0976","4.45e-06","0.0095"
"Cell cycle","CNA_CDKN1B","Protein_CCNB1","Drug_dacomitinib","1.578e-05","0.0128","9.98e-06","0.0023","5.81e-06","0.0113"
"Cell cycle","CNA_CDKN1B","Protein_CCNE1","Drug_dacomitinib","-7.31e-06","0.0061","-5.52e-06","0.0042","-1.79e-06","0.0021"
"Cell cycle","CNA_CDKN1B","Protein_CCNE2","Drug_dacomitinib","0.00143128","0.0521","0.00108211","0.0287","0.00034917","0.0256"
"Cell cycle","CNA_CDKN1B","Protein_FOXM1","Drug_dacomitinib","-3.088e-05","0.0091","-2.765e-05","0.0045","-3.23e-06","0.0056"
"Cell cycle","CNA_CDKN1B","Protein_CDKN1B","Drug_dacomitinib","0.00011386","0.0122","0.00010235","0.01","1.151e-05","0.0038"
"Cell cycle","CNA_CDKN1B","Protein_PCNA","Drug_dacomitinib","7.301e-05","0.0128","8.332e-05","0.0063","-1.031e-05","0.0071"
"Cell cycle","CNA_CCNE1","mRNA_CCNE1","Drug_dacomitinib","0.00039976","0.0282","0.00039932","0.0282","4.4e-07","3e-04"
"Cell cycle","CNA_CCNE1","mRNA_FOXM1","Drug_dacomitinib","1.487e-05","0.0065","1.172e-05","0.0027","3.15e-06","0.0043"
"Cell cycle","CNA_CCNE1","mRNA_CDKN1B","Drug_dacomitinib","-4.73e-06","0.0046","-1.54e-06","0.0015","-3.18e-06","0.0031"
"Cell cycle","CNA_CCNE1","mRNA_PCNA","Drug_dacomitinib","2.5e-07","0.0041","-1.71e-06","9e-04","1.95e-06","0.0034"
"Cell cycle","CNA_CCNE1","mRNA_CCNB1","Drug_dacomitinib","3.76e-06","0.0066","6.83e-06","7e-04","-3.07e-06","0.006"
"Cell cycle","CNA_CCNE1","mRNA_CDK1","Drug_dacomitinib","7.7e-06","0.0055","4.13e-06","9e-04","3.57e-06","0.0052"
"Cell cycle","CNA_CCNE1","mRNA_CCNE2","Drug_dacomitinib","1.022e-05","0.0066","-4.92e-06","0.0025","1.514e-05","0.0042"
"Cell cycle","CNA_CCNE1","Protein_CDK1","Drug_dacomitinib","5.827e-05","0.0123","5.499e-05","0.0093","3.28e-06","0.0032"
"Cell cycle","CNA_CCNE1","Protein_CCNB1","Drug_dacomitinib","5.67e-06","0.0036","-5.2e-07","4e-04","6.2e-06","0.0033"
"Cell cycle","CNA_CCNE1","Protein_CCNE1","Drug_dacomitinib","8.9e-06","0.0018","8.8e-06","0.0017","1e-07","1e-04"
"Cell cycle","CNA_CCNE1","Protein_CCNE2","Drug_dacomitinib","-6.9e-07","0.0119","2.69e-06","0.0055","-3.38e-06","0.0067"
"Cell cycle","CNA_CCNE1","Protein_FOXM1","Drug_dacomitinib","6.71e-06","0.0034","5.85e-06","0.0014","8.6e-07","0.002"
"Cell cycle","CNA_CCNE1","Protein_CDKN1B","Drug_dacomitinib","-1.02e-05","0.0038","2.4e-06","0.0022","-1.261e-05","0.0017"
"Cell cycle","CNA_CCNE1","Protein_PCNA","Drug_dacomitinib","-2.64e-05","0.0061","-2.281e-05","0.0041","-3.59e-06","0.0026"
"Cell cycle","CNA_PCNA","mRNA_CCNE1","Drug_dacomitinib","-8e-06","0.0023","-6.05e-06","0.0012","-1.95e-06","0.0014"
"Cell cycle","CNA_PCNA","mRNA_FOXM1","Drug_dacomitinib","3.2e-07","0.0101","-6.35e-06","0.0016","6.67e-06","0.0092"
"Cell cycle","CNA_PCNA","mRNA_CDKN1B","Drug_dacomitinib","-4.54e-06","0.0043","-5.32e-06","0.0021","7.8e-07","0.0023"
"Cell cycle","CNA_PCNA","mRNA_PCNA","Drug_dacomitinib","0.00010062","0.0235","9.963e-05","0.0234","9.9e-07","0.0028"
"Cell cycle","CNA_PCNA","mRNA_CCNB1","Drug_dacomitinib","6.9e-06","0.0057","-7.19e-06","0.0016","1.409e-05","0.0044"
"Cell cycle","CNA_PCNA","mRNA_CDK1","Drug_dacomitinib","-6.021e-05","0.0262","-1.976e-05","0.0032","-4.045e-05","0.0252"
"Cell cycle","CNA_PCNA","mRNA_CCNE2","Drug_dacomitinib","-2.638e-05","0.028","1.254e-05","0.0019","-3.892e-05","0.0277"
"Cell cycle","CNA_PCNA","Protein_CDK1","Drug_dacomitinib","2.49e-06","0.0218","-3.14e-06","0.0076","5.62e-06","0.0145"
"Cell cycle","CNA_PCNA","Protein_CCNB1","Drug_dacomitinib","1.916e-05","0.0236","-1.994e-05","0.0013","3.91e-05","0.0234"
"Cell cycle","CNA_PCNA","Protein_CCNE1","Drug_dacomitinib","8.63e-06","0.0018","5.22e-06","8e-04","3.41e-06","0.0012"
"Cell cycle","CNA_PCNA","Protein_CCNE2","Drug_dacomitinib","2.53e-05","0.0135","9.64e-06","0.0059","1.566e-05","0.008"
"Cell cycle","CNA_PCNA","Protein_FOXM1","Drug_dacomitinib","-5.07e-06","0.0078","-6.22e-06","0.0014","1.15e-06","0.0071"
"Cell cycle","CNA_PCNA","Protein_CDKN1B","Drug_dacomitinib","2.89e-06","0.0043","5.59e-06","0.0019","-2.7e-06","0.0024"
"Cell cycle","CNA_PCNA","Protein_PCNA","Drug_dacomitinib","-0.00144567","0.0573","-0.00145286","0.057","7.2e-06","0.0034"
"Cell cycle","CNA_CCNB1","mRNA_CCNE1","Drug_dacomitinib","-0.00018299","0.0237","-0.00018509","0.0228","2.1e-06","0.0013"
"Cell cycle","CNA_CCNB1","mRNA_FOXM1","Drug_dacomitinib","-2.42e-06","0.0267","-8.4e-07","0.0016","-1.57e-06","0.0264"
"Cell cycle","CNA_CCNB1","mRNA_CDKN1B","Drug_dacomitinib","-3.202e-05","0.0087","-3.29e-05","0.0035","8.7e-07","0.0057"
"Cell cycle","CNA_CCNB1","mRNA_PCNA","Drug_dacomitinib","9.31e-06","0.0028","9.63e-06","6e-04","-3.2e-07","0.0023"
