"Drug","Pathway","Start","End","Type","Strength"
"afatinib","PI3K/AKT","CNA_AKT1","mRNA_INPP4B","dir",0.0255
"afatinib","PI3K/AKT","CNA_AKT1","mRNA_CDKN1B","dir",0.0298
"afatinib","PI3K/AKT","CNA_AKT1","mRNA_AKT3","dir",0.61
"afatinib","PI3K/AKT","CNA_AKT1","mRNA_AKT1","dir",0.985
"afatinib","PI3K/AKT","CNA_AKT1","mRNA_PTEN","dir",0.035
"afatinib","PI3K/AKT","CNA_AKT1","mRNA_AKT1S1","dir",0.0894
"afatinib","PI3K/AKT","CNA_AKT1","RPPA_AKT1","dir",0.0453
"afatinib","PI3K/AKT","CNA_AKT1","RPPA_GSK3B","dir",0.2289
"afatinib","PI3K/AKT","CNA_AKT1","RPPA_GSK3A","dir",0.0436
"afatinib","PI3K/AKT","CNA_AKT1","RPPA_INPP4B","dir",0.0259
"afatinib","PI3K/AKT","CNA_AKT1","RPPA_CDKN1B","dir",0.045
"afatinib","PI3K/AKT","CNA_AKT1","RPPA_AKT1S1","dir",0.0442
"afatinib","PI3K/AKT","CNA_AKT1","RPPA_PTEN","dir",0.0477
"afatinib","PI3K/AKT","CNA_AKT1","RPPA_TSC2","dir",0.1592
"afatinib","PI3K/AKT","CNA_TSC2","mRNA_GSK3B","dir",0.0333
"afatinib","PI3K/AKT","CNA_TSC2","mRNA_TSC2","dir",0.8766
"afatinib","PI3K/AKT","CNA_TSC2","mRNA_AKT2","dir",0.0382
"afatinib","PI3K/AKT","CNA_TSC2","mRNA_GSK3A","dir",0.0406
"afatinib","PI3K/AKT","CNA_TSC2","mRNA_INPP4B","dir",0.0406
"afatinib","PI3K/AKT","CNA_TSC2","mRNA_CDKN1B","dir",0.0984
"afatinib","PI3K/AKT","CNA_TSC2","mRNA_AKT3","dir",0.0866
"afatinib","PI3K/AKT","CNA_TSC2","mRNA_AKT1","dir",0.0295
"afatinib","PI3K/AKT","CNA_TSC2","mRNA_PTEN","dir",0.0404
"afatinib","PI3K/AKT","CNA_TSC2","mRNA_AKT1S1","dir",0.0745
"afatinib","PI3K/AKT","CNA_TSC2","RPPA_AKT1","dir",0.0331
"afatinib","PI3K/AKT","CNA_TSC2","RPPA_GSK3B","dir",0.0386
"afatinib","PI3K/AKT","CNA_TSC2","RPPA_GSK3A","dir",0.0396
"afatinib","PI3K/AKT","CNA_TSC2","RPPA_INPP4B","dir",0.1341
"afatinib","PI3K/AKT","CNA_TSC2","RPPA_CDKN1B","dir",0.0847
"afatinib","PI3K/AKT","CNA_TSC2","RPPA_AKT1S1","dir",0.0453
"afatinib","PI3K/AKT","CNA_TSC2","RPPA_PTEN","dir",0.033
"afatinib","PI3K/AKT","CNA_TSC2","RPPA_TSC2","dir",0.1885
"afatinib","PI3K/AKT","CNA_AKT2","mRNA_GSK3B","dir",0.025
"afatinib","PI3K/AKT","CNA_AKT2","mRNA_TSC2","dir",0.0412
"afatinib","PI3K/AKT","CNA_AKT2","mRNA_AKT2","dir",0.9651
"afatinib","PI3K/AKT","CNA_AKT2","mRNA_GSK3A","dir",0.1152
"afatinib","PI3K/AKT","CNA_AKT2","mRNA_INPP4B","dir",0.0222
"afatinib","PI3K/AKT","CNA_AKT2","mRNA_CDKN1B","dir",0.0356
"afatinib","PI3K/AKT","CNA_AKT2","mRNA_AKT3","dir",0.0365
"afatinib","PI3K/AKT","CNA_AKT2","mRNA_AKT1","dir",0.0292
"afatinib","PI3K/AKT","CNA_AKT2","mRNA_PTEN","dir",0.0515
"afatinib","PI3K/AKT","CNA_AKT2","mRNA_AKT1S1","dir",0.0415
"afatinib","PI3K/AKT","CNA_AKT2","RPPA_AKT1","dir",0.0427
"afatinib","PI3K/AKT","CNA_AKT2","RPPA_GSK3B","dir",0.0527
"afatinib","PI3K/AKT","CNA_AKT2","RPPA_GSK3A","dir",0.0549
"afatinib","PI3K/AKT","CNA_AKT2","RPPA_INPP4B","dir",0.0289
"afatinib","PI3K/AKT","CNA_AKT2","RPPA_CDKN1B","dir",0.0297
"afatinib","PI3K/AKT","CNA_AKT2","RPPA_AKT1S1","dir",0.0482
"afatinib","PI3K/AKT","CNA_AKT2","RPPA_PTEN","dir",0.0255
"afatinib","PI3K/AKT","CNA_AKT2","RPPA_TSC2","dir",0.0532
"afatinib","PI3K/AKT","CNA_GSK3A","mRNA_GSK3B","dir",0.0369
"afatinib","PI3K/AKT","CNA_GSK3A","mRNA_TSC2","dir",0.0348
"afatinib","PI3K/AKT","CNA_GSK3A","mRNA_AKT2","dir",0.0847
"afatinib","PI3K/AKT","CNA_GSK3A","mRNA_GSK3A","dir",0.9359
"afatinib","PI3K/AKT","CNA_GSK3A","mRNA_INPP4B","dir",0.0259
"afatinib","PI3K/AKT","CNA_GSK3A","mRNA_CDKN1B","dir",0.0289
"afatinib","PI3K/AKT","CNA_GSK3A","mRNA_AKT3","dir",0.0315
"afatinib","PI3K/AKT","CNA_GSK3A","mRNA_AKT1","dir",0.04
"afatinib","PI3K/AKT","CNA_GSK3A","mRNA_PTEN","dir",0.0429
"afatinib","PI3K/AKT","CNA_GSK3A","mRNA_AKT1S1","dir",0.035
"afatinib","PI3K/AKT","CNA_GSK3A","RPPA_AKT1","dir",0.0428
"afatinib","PI3K/AKT","CNA_GSK3A","RPPA_GSK3B","dir",0.0524
"afatinib","PI3K/AKT","CNA_GSK3A","RPPA_GSK3A","dir",0.104
"afatinib","PI3K/AKT","CNA_GSK3A","RPPA_INPP4B","dir",0.028
"afatinib","PI3K/AKT","CNA_GSK3A","RPPA_CDKN1B","dir",0.0354
"afatinib","PI3K/AKT","CNA_GSK3A","RPPA_AKT1S1","dir",0.0483
"afatinib","PI3K/AKT","CNA_GSK3A","RPPA_PTEN","dir",0.0278
"afatinib","PI3K/AKT","CNA_GSK3A","RPPA_TSC2","dir",0.0429
"afatinib","PI3K/AKT","CNA_AKT1S1","mRNA_GSK3B","dir",0.0263
"afatinib","PI3K/AKT","CNA_AKT1S1","mRNA_TSC2","dir",0.0351
"afatinib","PI3K/AKT","CNA_AKT1S1","mRNA_AKT2","dir",0.0325
"afatinib","PI3K/AKT","CNA_AKT1S1","mRNA_GSK3A","dir",0.0523
"afatinib","PI3K/AKT","CNA_AKT1S1","mRNA_INPP4B","dir",0.0273
"afatinib","PI3K/AKT","CNA_AKT1S1","mRNA_CDKN1B","dir",0.0686
"afatinib","PI3K/AKT","CNA_AKT1S1","mRNA_AKT3","dir",0.031
"afatinib","PI3K/AKT","CNA_AKT1S1","mRNA_AKT1","dir",0.0261
"afatinib","PI3K/AKT","CNA_AKT1S1","mRNA_PTEN","dir",0.0403
"afatinib","PI3K/AKT","CNA_AKT1S1","mRNA_AKT1S1","dir",0.9976
"afatinib","PI3K/AKT","CNA_AKT1S1","RPPA_AKT1","dir",0.0384
"afatinib","PI3K/AKT","CNA_AKT1S1","RPPA_GSK3B","dir",0.0555
"afatinib","PI3K/AKT","CNA_AKT1S1","RPPA_GSK3A","dir",0.2168
"afatinib","PI3K/AKT","CNA_AKT1S1","RPPA_INPP4B","dir",0.0224
"afatinib","PI3K/AKT","CNA_AKT1S1","RPPA_CDKN1B","dir",0.0351
"afatinib","PI3K/AKT","CNA_AKT1S1","RPPA_AKT1S1","dir",0.3473
"afatinib","PI3K/AKT","CNA_AKT1S1","RPPA_PTEN","dir",0.0393
"afatinib","PI3K/AKT","CNA_AKT1S1","RPPA_TSC2","dir",0.0495
"afatinib","PI3K/AKT","CNA_GSK3B","mRNA_GSK3B","dir",0.8944
"afatinib","PI3K/AKT","CNA_GSK3B","mRNA_TSC2","dir",0.0294
"afatinib","PI3K/AKT","CNA_GSK3B","mRNA_AKT2","dir",0.0343
"afatinib","PI3K/AKT","CNA_GSK3B","mRNA_GSK3A","dir",0.0393
"afatinib","PI3K/AKT","CNA_GSK3B","mRNA_INPP4B","dir",0.0205
"afatinib","PI3K/AKT","CNA_GSK3B","mRNA_CDKN1B","dir",0.0603
"afatinib","PI3K/AKT","CNA_GSK3B","mRNA_AKT3","dir",0.0509
"afatinib","PI3K/AKT","CNA_GSK3B","mRNA_AKT1","dir",0.1415
"afatinib","PI3K/AKT","CNA_GSK3B","mRNA_PTEN","dir",0.034
"afatinib","PI3K/AKT","CNA_GSK3B","mRNA_AKT1S1","dir",0.0201
"afatinib","PI3K/AKT","CNA_GSK3B","RPPA_AKT1","dir",0.0413
"afatinib","PI3K/AKT","CNA_GSK3B","RPPA_GSK3B","dir",0.8529
"afatinib","PI3K/AKT","CNA_GSK3B","RPPA_GSK3A","dir",0.0866
"afatinib","PI3K/AKT","CNA_GSK3B","RPPA_INPP4B","dir",0.1408
"afatinib","PI3K/AKT","CNA_GSK3B","RPPA_CDKN1B","dir",0.0291
"afatinib","PI3K/AKT","CNA_GSK3B","RPPA_AKT1S1","dir",0.06
"afatinib","PI3K/AKT","CNA_GSK3B","RPPA_PTEN","dir",0.0855
"afatinib","PI3K/AKT","CNA_GSK3B","RPPA_TSC2","dir",0.0373
"afatinib","PI3K/AKT","CNA_INPP4B","mRNA_GSK3B","dir",0.0441
"afatinib","PI3K/AKT","CNA_INPP4B","mRNA_TSC2","dir",0.0815
"afatinib","PI3K/AKT","CNA_INPP4B","mRNA_AKT2","dir",0.034
"afatinib","PI3K/AKT","CNA_INPP4B","mRNA_GSK3A","dir",0.027
"afatinib","PI3K/AKT","CNA_INPP4B","mRNA_INPP4B","dir",0.8619
"afatinib","PI3K/AKT","CNA_INPP4B","mRNA_CDKN1B","dir",0.0461
"afatinib","PI3K/AKT","CNA_INPP4B","mRNA_AKT3","dir",0.0273
"afatinib","PI3K/AKT","CNA_INPP4B","mRNA_AKT1","dir",0.0233
"afatinib","PI3K/AKT","CNA_INPP4B","mRNA_PTEN","dir",0.0346
"afatinib","PI3K/AKT","CNA_INPP4B","mRNA_AKT1S1","dir",0.0234
"afatinib","PI3K/AKT","CNA_INPP4B","RPPA_AKT1","dir",0.0294
"afatinib","PI3K/AKT","CNA_INPP4B","RPPA_GSK3B","dir",0.0547
"afatinib","PI3K/AKT","CNA_INPP4B","RPPA_GSK3A","dir",0.0403
"afatinib","PI3K/AKT","CNA_INPP4B","RPPA_INPP4B","dir",0.0838
"afatinib","PI3K/AKT","CNA_INPP4B","RPPA_CDKN1B","dir",0.0243
"afatinib","PI3K/AKT","CNA_INPP4B","RPPA_AKT1S1","dir",0.0463
"afatinib","PI3K/AKT","CNA_INPP4B","RPPA_PTEN","dir",0.0305
"afatinib","PI3K/AKT","CNA_INPP4B","RPPA_TSC2","dir",0.0294
"afatinib","PI3K/AKT","mRNA_GSK3B","RPPA_AKT1","dir",0.5035
"afatinib","PI3K/AKT","mRNA_GSK3B","RPPA_GSK3B","dir",0.3422
"afatinib","PI3K/AKT","mRNA_GSK3B","RPPA_GSK3A","dir",0.0596
"afatinib","PI3K/AKT","mRNA_GSK3B","RPPA_INPP4B","dir",0.0222
"afatinib","PI3K/AKT","mRNA_GSK3B","RPPA_CDKN1B","dir",0.0256
"afatinib","PI3K/AKT","mRNA_GSK3B","RPPA_AKT1S1","dir",0.0538
"afatinib","PI3K/AKT","mRNA_GSK3B","RPPA_PTEN","dir",0.0622
"afatinib","PI3K/AKT","mRNA_GSK3B","RPPA_TSC2","dir",0.0378
"afatinib","PI3K/AKT","mRNA_TSC2","RPPA_AKT1","dir",0.0731
"afatinib","PI3K/AKT","mRNA_TSC2","RPPA_GSK3B","dir",0.0491
"afatinib","PI3K/AKT","mRNA_TSC2","RPPA_GSK3A","dir",0.0338
"afatinib","PI3K/AKT","mRNA_TSC2","RPPA_INPP4B","dir",0.0267
"afatinib","PI3K/AKT","mRNA_TSC2","RPPA_CDKN1B","dir",0.0499
"afatinib","PI3K/AKT","mRNA_TSC2","RPPA_AKT1S1","dir",0.0587
"afatinib","PI3K/AKT","mRNA_TSC2","RPPA_PTEN","dir",0.0407
"afatinib","PI3K/AKT","mRNA_TSC2","RPPA_TSC2","dir",0.1546
"afatinib","PI3K/AKT","mRNA_AKT2","RPPA_AKT1","dir",0.0407
"afatinib","PI3K/AKT","mRNA_AKT2","RPPA_GSK3B","dir",0.1529
"afatinib","PI3K/AKT","mRNA_AKT2","RPPA_GSK3A","dir",0.1243
"afatinib","PI3K/AKT","mRNA_AKT2","RPPA_INPP4B","dir",0.0263
"afatinib","PI3K/AKT","mRNA_AKT2","RPPA_CDKN1B","dir",0.0345
"afatinib","PI3K/AKT","mRNA_AKT2","RPPA_AKT1S1","dir",0.0742
"afatinib","PI3K/AKT","mRNA_AKT2","RPPA_PTEN","dir",0.0573
"afatinib","PI3K/AKT","mRNA_AKT2","RPPA_TSC2","dir",0.14
"afatinib","PI3K/AKT","mRNA_GSK3A","RPPA_AKT1","dir",0.0433
"afatinib","PI3K/AKT","mRNA_GSK3A","RPPA_GSK3B","dir",0.0655
"afatinib","PI3K/AKT","mRNA_GSK3A","RPPA_GSK3A","dir",0.8113
"afatinib","PI3K/AKT","mRNA_GSK3A","RPPA_INPP4B","dir",0.0203
"afatinib","PI3K/AKT","mRNA_GSK3A","RPPA_CDKN1B","dir",0.0267
"afatinib","PI3K/AKT","mRNA_GSK3A","RPPA_AKT1S1","dir",0.0682
"afatinib","PI3K/AKT","mRNA_GSK3A","RPPA_PTEN","dir",0.0395
"afatinib","PI3K/AKT","mRNA_GSK3A","RPPA_TSC2","dir",0.0892
"afatinib","PI3K/AKT","mRNA_INPP4B","RPPA_AKT1","dir",0.0619
"afatinib","PI3K/AKT","mRNA_INPP4B","RPPA_GSK3B","dir",0.0498
"afatinib","PI3K/AKT","mRNA_INPP4B","RPPA_GSK3A","dir",0.0346
"afatinib","PI3K/AKT","mRNA_INPP4B","RPPA_INPP4B","dir",0.987
"afatinib","PI3K/AKT","mRNA_INPP4B","RPPA_CDKN1B","dir",0.0424
"afatinib","PI3K/AKT","mRNA_INPP4B","RPPA_AKT1S1","dir",0.0467
"afatinib","PI3K/AKT","mRNA_INPP4B","RPPA_PTEN","dir",0.0423
"afatinib","PI3K/AKT","mRNA_INPP4B","RPPA_TSC2","dir",0.0289
"afatinib","PI3K/AKT","mRNA_CDKN1B","RPPA_AKT1","dir",0.0662
"afatinib","PI3K/AKT","mRNA_CDKN1B","RPPA_GSK3B","dir",0.3407
"afatinib","PI3K/AKT","mRNA_CDKN1B","RPPA_GSK3A","dir",0.1783
"afatinib","PI3K/AKT","mRNA_CDKN1B","RPPA_INPP4B","dir",0.0608
"afatinib","PI3K/AKT","mRNA_CDKN1B","RPPA_CDKN1B","dir",0.8983
"afatinib","PI3K/AKT","mRNA_CDKN1B","RPPA_AKT1S1","dir",0.0481
"afatinib","PI3K/AKT","mRNA_CDKN1B","RPPA_PTEN","dir",0.0409
"afatinib","PI3K/AKT","mRNA_CDKN1B","RPPA_TSC2","dir",0.0303
"afatinib","PI3K/AKT","mRNA_AKT3","RPPA_AKT1","dir",0.485
"afatinib","PI3K/AKT","mRNA_AKT3","RPPA_GSK3B","dir",0.0511
"afatinib","PI3K/AKT","mRNA_AKT3","RPPA_GSK3A","dir",0.0609
"afatinib","PI3K/AKT","mRNA_AKT3","RPPA_INPP4B","dir",0.245
"afatinib","PI3K/AKT","mRNA_AKT3","RPPA_CDKN1B","dir",0.2117
"afatinib","PI3K/AKT","mRNA_AKT3","RPPA_AKT1S1","dir",0.145
"afatinib","PI3K/AKT","mRNA_AKT3","RPPA_PTEN","dir",0.0703
"afatinib","PI3K/AKT","mRNA_AKT3","RPPA_TSC2","dir",0.1092
"afatinib","PI3K/AKT","mRNA_AKT1","RPPA_AKT1","dir",0.9509
"afatinib","PI3K/AKT","mRNA_AKT1","RPPA_GSK3B","dir",0.0882
"afatinib","PI3K/AKT","mRNA_AKT1","RPPA_GSK3A","dir",0.0722
"afatinib","PI3K/AKT","mRNA_AKT1","RPPA_INPP4B","dir",0.022
"afatinib","PI3K/AKT","mRNA_AKT1","RPPA_CDKN1B","dir",0.0304
"afatinib","PI3K/AKT","mRNA_AKT1","RPPA_AKT1S1","dir",0.0641
"afatinib","PI3K/AKT","mRNA_AKT1","RPPA_PTEN","dir",0.0352
"afatinib","PI3K/AKT","mRNA_AKT1","RPPA_TSC2","dir",0.031
"afatinib","PI3K/AKT","mRNA_PTEN","RPPA_AKT1","dir",0.0471
"afatinib","PI3K/AKT","mRNA_PTEN","RPPA_GSK3B","dir",0.0505
"afatinib","PI3K/AKT","mRNA_PTEN","RPPA_GSK3A","dir",0.0822
"afatinib","PI3K/AKT","mRNA_PTEN","RPPA_INPP4B","dir",0.0186
"afatinib","PI3K/AKT","mRNA_PTEN","RPPA_CDKN1B","dir",0.0428
"afatinib","PI3K/AKT","mRNA_PTEN","RPPA_AKT1S1","dir",0.0514
"afatinib","PI3K/AKT","mRNA_PTEN","RPPA_PTEN","dir",0.824
"afatinib","PI3K/AKT","mRNA_PTEN","RPPA_TSC2","dir",0.0365
"afatinib","PI3K/AKT","mRNA_AKT1S1","RPPA_AKT1","dir",0.0503
"afatinib","PI3K/AKT","mRNA_AKT1S1","RPPA_GSK3B","dir",0.1083
"afatinib","PI3K/AKT","mRNA_AKT1S1","RPPA_GSK3A","dir",0.0646
"afatinib","PI3K/AKT","mRNA_AKT1S1","RPPA_INPP4B","dir",0.0334
"afatinib","PI3K/AKT","mRNA_AKT1S1","RPPA_CDKN1B","dir",0.0557
"afatinib","PI3K/AKT","mRNA_AKT1S1","RPPA_AKT1S1","dir",0.5928
"afatinib","PI3K/AKT","mRNA_AKT1S1","RPPA_PTEN","dir",0.0432
"afatinib","PI3K/AKT","mRNA_AKT1S1","RPPA_TSC2","dir",0.0305
"afatinib","PI3K/AKT","CNA_AKT3","Drug_afatinib","dir",0.0236
"afatinib","PI3K/AKT","CNA_PTEN","Drug_afatinib","dir",0.0427
"afatinib","PI3K/AKT","CNA_CDKN1B","Drug_afatinib","dir",0.0318
"afatinib","PI3K/AKT","CNA_AKT1","Drug_afatinib","dir",0.0244
"afatinib","PI3K/AKT","CNA_TSC2","Drug_afatinib","dir",0.054
"afatinib","PI3K/AKT","CNA_AKT2","Drug_afatinib","dir",0.1068
"afatinib","PI3K/AKT","CNA_GSK3A","Drug_afatinib","dir",0.0698
"afatinib","PI3K/AKT","CNA_AKT1S1","Drug_afatinib","dir",0.0506
"afatinib","PI3K/AKT","CNA_GSK3B","Drug_afatinib","dir",0.0466
"afatinib","PI3K/AKT","CNA_INPP4B","Drug_afatinib","dir",0.0294
"afatinib","PI3K/AKT","mRNA_GSK3B","Drug_afatinib","dir",0.1032
"afatinib","PI3K/AKT","mRNA_TSC2","Drug_afatinib","dir",0.0308
"afatinib","PI3K/AKT","mRNA_AKT2","Drug_afatinib","dir",0.1047
"afatinib","PI3K/AKT","mRNA_GSK3A","Drug_afatinib","dir",0.1902
"afatinib","PI3K/AKT","mRNA_INPP4B","Drug_afatinib","dir",0.0587
"afatinib","PI3K/AKT","mRNA_CDKN1B","Drug_afatinib","dir",0.079
"afatinib","PI3K/AKT","mRNA_AKT3","Drug_afatinib","dir",0.0434
"afatinib","PI3K/AKT","mRNA_AKT1","Drug_afatinib","dir",0.0254
"afatinib","PI3K/AKT","mRNA_PTEN","Drug_afatinib","dir",0.0341
"afatinib","PI3K/AKT","mRNA_AKT1S1","Drug_afatinib","dir",0.0376
"afatinib","PI3K/AKT","RPPA_AKT1","Drug_afatinib","dir",0.0294
"afatinib","PI3K/AKT","RPPA_GSK3B","Drug_afatinib","dir",0.0207
"afatinib","PI3K/AKT","RPPA_GSK3A","Drug_afatinib","dir",0.0374
"afatinib","PI3K/AKT","RPPA_INPP4B","Drug_afatinib","dir",0.0432
"afatinib","PI3K/AKT","RPPA_CDKN1B","Drug_afatinib","dir",0.0522
"afatinib","PI3K/AKT","RPPA_AKT1S1","Drug_afatinib","dir",0.0753
"afatinib","PI3K/AKT","RPPA_PTEN","Drug_afatinib","dir",0.0285
"afatinib","PI3K/AKT","RPPA_TSC2","Drug_afatinib","dir",0.0345
"afatinib","RAS/MAPK","CNA_RPS6KA1","CNA_YBX1","und",0.9631
"afatinib","RAS/MAPK","CNA_RPS6KA1","CNA_JUN","und",0.013
"afatinib","RAS/MAPK","CNA_RPS6KA1","CNA_MAPK8","und",2e-04
"afatinib","RAS/MAPK","CNA_RPS6KA1","CNA_MAP2K1","und",0.0041
"afatinib","RAS/MAPK","CNA_RPS6KA1","CNA_MAPK3","und",1e-04
"afatinib","RAS/MAPK","CNA_RPS6KA1","CNA_MAPK14","und",9e-04
"afatinib","RAS/MAPK","CNA_RPS6KA1","CNA_ARAF","und",0.0357
"afatinib","RAS/MAPK","CNA_YBX1","CNA_JUN","und",0.9897
"afatinib","RAS/MAPK","CNA_YBX1","CNA_MAPK8","und",3e-04
"afatinib","RAS/MAPK","CNA_YBX1","CNA_MAP2K1","und",4e-04
"afatinib","RAS/MAPK","CNA_YBX1","CNA_MAPK3","und",3e-04
"afatinib","RAS/MAPK","CNA_YBX1","CNA_MAPK1","und",1e-04
"afatinib","RAS/MAPK","CNA_YBX1","CNA_MAPK14","und",1e-04
"afatinib","RAS/MAPK","CNA_YBX1","CNA_ARAF","und",5e-04
"afatinib","RAS/MAPK","CNA_JUN","CNA_MAP2K1","und",0.253
"afatinib","RAS/MAPK","CNA_JUN","CNA_MAPK3","und",5e-04
"afatinib","RAS/MAPK","CNA_JUN","CNA_MAPK1","und",1e-04
"afatinib","RAS/MAPK","CNA_JUN","CNA_RAF1","und",1e-04
"afatinib","RAS/MAPK","CNA_JUN","CNA_MAPK14","und",8e-04
"afatinib","RAS/MAPK","CNA_MAPK8","CNA_MAP2K1","und",4e-04
"afatinib","RAS/MAPK","CNA_MAPK8","CNA_MAPK3","und",3e-04
"afatinib","RAS/MAPK","CNA_MAPK8","CNA_RAF1","und",1e-04
"afatinib","RAS/MAPK","CNA_MAPK8","CNA_ARAF","und",1e-04
"afatinib","RAS/MAPK","CNA_MAP2K1","CNA_MAPK3","und",1e-04
"afatinib","RAS/MAPK","CNA_MAP2K1","CNA_MAPK14","und",0.0043
"afatinib","RAS/MAPK","CNA_MAP2K1","CNA_ARAF","und",5e-04
"afatinib","RAS/MAPK","CNA_MAPK3","CNA_MAPK1","und",1e-04
"afatinib","RAS/MAPK","CNA_MAPK3","CNA_RAF1","und",0.0194
"afatinib","RAS/MAPK","CNA_MAPK3","CNA_MAPK14","und",0.0094
"afatinib","RAS/MAPK","CNA_MAPK1","CNA_MAPK14","und",1e-04
"afatinib","RAS/MAPK","CNA_RAF1","CNA_ARAF","und",3e-04
"afatinib","RAS/MAPK","mRNA_YBX1","mRNA_ARAF","und",0.0213
"afatinib","RAS/MAPK","mRNA_YBX1","mRNA_MAPK1","und",0.0551
"afatinib","RAS/MAPK","mRNA_YBX1","mRNA_MAPK3","und",0.0399
"afatinib","RAS/MAPK","mRNA_YBX1","mRNA_MAPK8","und",0.0421
"afatinib","RAS/MAPK","mRNA_YBX1","mRNA_MAPK14","und",0.0208
"afatinib","RAS/MAPK","mRNA_YBX1","mRNA_RPS6KA1","und",0.0408
"afatinib","RAS/MAPK","mRNA_YBX1","mRNA_RAF1","und",0.2829
"afatinib","RAS/MAPK","mRNA_YBX1","mRNA_MAP2K1","und",0.0544
"afatinib","RAS/MAPK","mRNA_YBX1","mRNA_JUN","und",0.064
"afatinib","RAS/MAPK","mRNA_ARAF","mRNA_MAPK1","und",0.0516
"afatinib","RAS/MAPK","mRNA_ARAF","mRNA_MAPK3","und",0.0335
"afatinib","RAS/MAPK","mRNA_ARAF","mRNA_MAPK8","und",0.0228
"afatinib","RAS/MAPK","mRNA_ARAF","mRNA_MAPK14","und",0.1992
"afatinib","RAS/MAPK","mRNA_ARAF","mRNA_RPS6KA1","und",0.0315
"afatinib","RAS/MAPK","mRNA_ARAF","mRNA_RAF1","und",0.0888
"afatinib","RAS/MAPK","mRNA_ARAF","mRNA_MAP2K1","und",0.027
"afatinib","RAS/MAPK","mRNA_ARAF","mRNA_JUN","und",0.0193
"afatinib","RAS/MAPK","mRNA_MAPK1","mRNA_MAPK3","und",0.0448
"afatinib","RAS/MAPK","mRNA_MAPK1","mRNA_MAPK8","und",0.3121
"afatinib","RAS/MAPK","mRNA_MAPK1","mRNA_MAPK14","und",0.2711
"afatinib","RAS/MAPK","mRNA_MAPK1","mRNA_RPS6KA1","und",0.1467
"afatinib","RAS/MAPK","mRNA_MAPK1","mRNA_RAF1","und",0.0816
"afatinib","RAS/MAPK","mRNA_MAPK1","mRNA_MAP2K1","und",0.1167
"afatinib","RAS/MAPK","mRNA_MAPK1","mRNA_JUN","und",0.036
"afatinib","RAS/MAPK","mRNA_MAPK3","mRNA_MAPK8","und",0.0244
"afatinib","RAS/MAPK","mRNA_MAPK3","mRNA_MAPK14","und",0.3543
"afatinib","RAS/MAPK","mRNA_MAPK3","mRNA_RPS6KA1","und",0.5812
"afatinib","RAS/MAPK","mRNA_MAPK3","mRNA_RAF1","und",0.0994
"afatinib","RAS/MAPK","mRNA_MAPK3","mRNA_MAP2K1","und",0.0459
"afatinib","RAS/MAPK","mRNA_MAPK3","mRNA_JUN","und",0.0607
"afatinib","RAS/MAPK","mRNA_MAPK8","mRNA_MAPK14","und",0.556
"afatinib","RAS/MAPK","mRNA_MAPK8","mRNA_RPS6KA1","und",0.027
"afatinib","RAS/MAPK","mRNA_MAPK8","mRNA_RAF1","und",0.0601
"afatinib","RAS/MAPK","mRNA_MAPK8","mRNA_MAP2K1","und",0.0386
"afatinib","RAS/MAPK","mRNA_MAPK8","mRNA_JUN","und",0.0586
"afatinib","RAS/MAPK","mRNA_MAPK14","mRNA_RPS6KA1","und",0.0528
"afatinib","RAS/MAPK","mRNA_MAPK14","mRNA_RAF1","und",0.7978
"afatinib","RAS/MAPK","mRNA_MAPK14","mRNA_MAP2K1","und",0.1334
"afatinib","RAS/MAPK","mRNA_MAPK14","mRNA_JUN","und",0.0745
"afatinib","RAS/MAPK","mRNA_RPS6KA1","mRNA_RAF1","und",0.093
"afatinib","RAS/MAPK","mRNA_RPS6KA1","mRNA_MAP2K1","und",0.1267
"afatinib","RAS/MAPK","mRNA_RPS6KA1","mRNA_JUN","und",0.0643
"afatinib","RAS/MAPK","mRNA_RAF1","mRNA_MAP2K1","und",0.0476
"afatinib","RAS/MAPK","mRNA_RAF1","mRNA_JUN","und",0.0839
"afatinib","RAS/MAPK","mRNA_MAP2K1","mRNA_JUN","und",0.4183
"afatinib","RAS/MAPK","RPPA_ARAF","RPPA_JUN","und",0.0116
"afatinib","RAS/MAPK","RPPA_ARAF","RPPA_RAF1","und",0.0704
"afatinib","RAS/MAPK","RPPA_ARAF","RPPA_MAPK1","und",0.4646
"afatinib","RAS/MAPK","RPPA_ARAF","RPPA_MAPK8","und",0.0102
"afatinib","RAS/MAPK","RPPA_ARAF","RPPA_MAP2K1","und",0.6112
"afatinib","RAS/MAPK","RPPA_ARAF","RPPA_MAPK14","und",0.0483
"afatinib","RAS/MAPK","RPPA_ARAF","RPPA_RPS6KA1","und",0.1006
"afatinib","RAS/MAPK","RPPA_ARAF","RPPA_YBX1","und",0.1368
"afatinib","RAS/MAPK","RPPA_JUN","RPPA_RAF1","und",0.0225
"afatinib","RAS/MAPK","RPPA_JUN","RPPA_MAPK1","und",0.077
"afatinib","RAS/MAPK","RPPA_JUN","RPPA_MAPK8","und",0.0426
"afatinib","RAS/MAPK","RPPA_JUN","RPPA_MAP2K1","und",0.0115
"afatinib","RAS/MAPK","RPPA_JUN","RPPA_MAPK14","und",0.0144
"afatinib","RAS/MAPK","RPPA_JUN","RPPA_RPS6KA1","und",0.1188
"afatinib","RAS/MAPK","RPPA_JUN","RPPA_YBX1","und",0.0101
"afatinib","RAS/MAPK","RPPA_RAF1","RPPA_MAPK1","und",0.2537
