"Pathway","Exposure","Mediator","Outcome","IED","PIP_IED","IEC","PIP_IEC","IE","PIP_IE"
"Hormone receptor","CNA_ESR1","mRNA_AR","Drug_dacomitinib","3.96e-06","0.0017","0","0","3.96e-06","0.0017"
"Hormone receptor","CNA_ESR1","Protein_AR","Drug_dacomitinib","-7.11e-06","0.0017","0","0","-7.11e-06","0.0017"
"Hormone receptor","CNA_ESR1","Protein_ESR1","Drug_dacomitinib","1.059e-05","0.0043","-2.284e-05","0.0064","3.343e-05","0.0101"
"Hormone receptor","CNA_ESR1","Protein_PGR","Drug_dacomitinib","8.17e-06","0.0037","8.77e-06","0.0022","-6e-07","0.0058"
"Hormone receptor","CNA_AR","mRNA_PGR","Drug_dacomitinib","1.17e-06","0.0018","0","0","1.17e-06","0.0018"
"Hormone receptor","CNA_AR","mRNA_ESR1","Drug_dacomitinib","-9.88e-06","0.0044","0","0","-9.88e-06","0.0044"
"Hormone receptor","CNA_AR","mRNA_AR","Drug_dacomitinib","-3.48e-06","0.0019","0","0","-3.48e-06","0.0019"
"Hormone receptor","CNA_AR","Protein_AR","Drug_dacomitinib","-3e-07","5e-04","-4e-08","1e-04","-2.6e-07","5e-04"
"Hormone receptor","CNA_AR","Protein_ESR1","Drug_dacomitinib","-4.81e-06","0.0011","2.2e-06","0.0018","-7.01e-06","0.0029"
"Hormone receptor","CNA_AR","Protein_PGR","Drug_dacomitinib","-8.78e-06","0.0019","-2.14e-06","6e-04","-6.64e-06","0.0024"
"Hormone receptor","mRNA_PGR","Protein_AR","Drug_dacomitinib","-2.14e-06","0.0014","-4e-08","1e-04","-2.1e-06","0.0015"
"Hormone receptor","mRNA_PGR","Protein_ESR1","Drug_dacomitinib","8.13e-06","0.0013","1.8e-07","0.0036","7.95e-06","0.0045"
"Hormone receptor","mRNA_PGR","Protein_PGR","Drug_dacomitinib","-2.75e-06","0.0014","3.7e-07","5e-04","-3.12e-06","0.0018"
"Hormone receptor","mRNA_ESR1","Protein_AR","Drug_dacomitinib","5.3e-07","6e-04","-9.4e-07","4e-04","1.47e-06","9e-04"
"Hormone receptor","mRNA_ESR1","Protein_ESR1","Drug_dacomitinib","-0.00016352","0.0479","2.857e-05","0.0077","-0.00019208","0.0508"
"Hormone receptor","mRNA_ESR1","Protein_PGR","Drug_dacomitinib","2.378e-05","0.0044","-4.774e-05","0.0341","7.153e-05","0.0357"
"Hormone receptor","mRNA_AR","Protein_AR","Drug_dacomitinib","0.00029701","0.0374","0","0","0.00029701","0.0374"
"Hormone receptor","mRNA_AR","Protein_ESR1","Drug_dacomitinib","1.17e-06","0.0011","2.37e-06","0.0035","-1.2e-06","0.0045"
"Hormone receptor","mRNA_AR","Protein_PGR","Drug_dacomitinib","6.59e-06","0.0018","-1.27e-06","0.0013","7.87e-06","0.003"
"Hormone signaling (Breast)","CNA_GATA3","mRNA_GATA3","Drug_dacomitinib","-3.017e-05","0.0052","3.48e-06","0.0012","-3.364e-05","0.0063"
"Hormone signaling (Breast)","CNA_GATA3","mRNA_INPP4B","Drug_dacomitinib","4.356e-05","0.0041","-5.11e-06","5e-04","4.867e-05","0.0046"
"Hormone signaling (Breast)","CNA_GATA3","mRNA_BCL2","Drug_dacomitinib","3.66e-06","0.0026","0","0","3.66e-06","0.0026"
"Hormone signaling (Breast)","CNA_GATA3","Protein_BCL2","Drug_dacomitinib","-5.28e-06","0.0022","0","0","-5.28e-06","0.0022"
"Hormone signaling (Breast)","CNA_GATA3","Protein_GATA3","Drug_dacomitinib","5.79e-06","0.0011","0","0","5.79e-06","0.0011"
"Hormone signaling (Breast)","CNA_GATA3","Protein_INPP4B","Drug_dacomitinib","-1.15e-06","0.002","0","0","-1.15e-06","0.002"
"Hormone signaling (Breast)","CNA_BCL2","mRNA_GATA3","Drug_dacomitinib","0.00010929","0.0087","-7.56e-06","0.0011","0.00011685","0.0098"
"Hormone signaling (Breast)","CNA_BCL2","mRNA_INPP4B","Drug_dacomitinib","-6.3e-07","0.0016","2.29e-06","0.001","-2.92e-06","0.0025"
"Hormone signaling (Breast)","CNA_BCL2","mRNA_BCL2","Drug_dacomitinib","0.01103786","0.1321","0","0","0.01103786","0.1321"
"Hormone signaling (Breast)","CNA_BCL2","Protein_BCL2","Drug_dacomitinib","-5.44e-06","0.0018","0","0","-5.44e-06","0.0018"
"Hormone signaling (Breast)","CNA_BCL2","Protein_GATA3","Drug_dacomitinib","-9.35e-06","0.0014","0","0","-9.35e-06","0.0014"
"Hormone signaling (Breast)","CNA_BCL2","Protein_INPP4B","Drug_dacomitinib","2.252e-05","0.0021","0","0","2.252e-05","0.0021"
"Hormone signaling (Breast)","CNA_INPP4B","mRNA_GATA3","Drug_dacomitinib","1.918e-05","0.004","-6.711e-05","0.0138","8.629e-05","0.0171"
"Hormone signaling (Breast)","CNA_INPP4B","mRNA_INPP4B","Drug_dacomitinib","-0.00218341","0.0663","-6.8e-07","0.0014","-0.00218273","0.0664"
"Hormone signaling (Breast)","CNA_INPP4B","mRNA_BCL2","Drug_dacomitinib","-6.262e-05","0.0046","0","0","-6.262e-05","0.0046"
"Hormone signaling (Breast)","CNA_INPP4B","Protein_BCL2","Drug_dacomitinib","-4.8e-07","6e-04","0","0","-4.8e-07","6e-04"
"Hormone signaling (Breast)","CNA_INPP4B","Protein_GATA3","Drug_dacomitinib","-2.49e-06","0.0012","0","0","-2.49e-06","0.0012"
"Hormone signaling (Breast)","CNA_INPP4B","Protein_INPP4B","Drug_dacomitinib","-0.0001965","0.0079","0","0","-0.0001965","0.0079"
"Hormone signaling (Breast)","mRNA_GATA3","Protein_BCL2","Drug_dacomitinib","-1.194e-05","0.0022","0","0","-1.194e-05","0.0022"
"Hormone signaling (Breast)","mRNA_GATA3","Protein_GATA3","Drug_dacomitinib","-0.0034007","0.058","0","0","-0.0034007","0.058"
"Hormone signaling (Breast)","mRNA_GATA3","Protein_INPP4B","Drug_dacomitinib","-3.74e-06","0.0031","0","0","-3.74e-06","0.0031"
"Hormone signaling (Breast)","mRNA_INPP4B","Protein_BCL2","Drug_dacomitinib","9.3e-07","0.001","0","1e-04","9.3e-07","0.0011"
"Hormone signaling (Breast)","mRNA_INPP4B","Protein_GATA3","Drug_dacomitinib","-1.762e-05","0.0018","0","0","-1.762e-05","0.0018"
"Hormone signaling (Breast)","mRNA_INPP4B","Protein_INPP4B","Drug_dacomitinib","-0.00737881","0.1004","0","0","-0.00737881","0.1004"
"Hormone signaling (Breast)","mRNA_BCL2","Protein_BCL2","Drug_dacomitinib","-0.00260064","0.0493","0","1e-04","-0.00260064","0.0493"
"Hormone signaling (Breast)","mRNA_BCL2","Protein_GATA3","Drug_dacomitinib","-8.5e-07","5e-04","0","0","-8.5e-07","5e-04"
"Hormone signaling (Breast)","mRNA_BCL2","Protein_INPP4B","Drug_dacomitinib","1.478e-05","0.0026","-9.1e-07","3e-04","1.569e-05","0.0029"
"PI3K/AKT","CNA_AKT3","mRNA_GSK3B","Drug_dacomitinib","-6.5e-07","9e-04","1.24e-06","0.0022","-1.89e-06","0.0031"
"PI3K/AKT","CNA_AKT3","mRNA_TSC2","Drug_dacomitinib","9.19e-06","0.0074","-4.28e-06","0.0024","1.347e-05","0.0095"
"PI3K/AKT","CNA_AKT3","mRNA_AKT2","Drug_dacomitinib","-8.52e-06","0.0013","2.72e-06","0.0036","-1.124e-05","0.0046"
"PI3K/AKT","CNA_AKT3","mRNA_GSK3A","Drug_dacomitinib","6.08e-06","0.0036","-4.13e-06","0.0049","1.021e-05","0.0079"
"PI3K/AKT","CNA_AKT3","mRNA_INPP4B","Drug_dacomitinib","3.884e-05","0.0028","-1.18e-06","6e-04","4.002e-05","0.0034"
"PI3K/AKT","CNA_AKT3","mRNA_CDKN1B","Drug_dacomitinib","-3.91e-06","0.0012","6.46e-06","0.0055","-1.036e-05","0.0063"
"PI3K/AKT","CNA_AKT3","mRNA_AKT3","Drug_dacomitinib","-0.00025417","0.011","8.76e-06","0.0025","-0.00026294","0.0133"
"PI3K/AKT","CNA_AKT3","mRNA_AKT1","Drug_dacomitinib","-3e-06","0.002","-2.28e-06","0.0041","-7.2e-07","0.0061"
"PI3K/AKT","CNA_AKT3","mRNA_PTEN","Drug_dacomitinib","3.28e-06","9e-04","1.2e-06","0.0014","2.08e-06","0.0023"
"PI3K/AKT","CNA_AKT3","mRNA_AKT1S1","Drug_dacomitinib","4.87e-06","0.0013","6.6e-07","0.0015","4.22e-06","0.0028"
"PI3K/AKT","CNA_AKT3","Protein_AKT1","Drug_dacomitinib","8.24e-06","0.0016","2e-08","0.0029","8.22e-06","0.0045"
"PI3K/AKT","CNA_AKT3","Protein_GSK3B","Drug_dacomitinib","-1.072e-05","0.0177","-2.03e-05","0.0055","9.58e-06","0.0213"
"PI3K/AKT","CNA_AKT3","Protein_GSK3A","Drug_dacomitinib","-3.12e-06","0.0024","-5.86e-06","0.0105","2.74e-06","0.0121"
"PI3K/AKT","CNA_AKT3","Protein_INPP4B","Drug_dacomitinib","-2.48e-06","0.0024","-3.3e-06","0.0111","8.2e-07","0.0128"
"PI3K/AKT","CNA_AKT3","Protein_CDKN1B","Drug_dacomitinib","-7.054e-05","0.0058","-3.33e-06","0.0086","-6.721e-05","0.014"
"PI3K/AKT","CNA_AKT3","Protein_AKT1S1","Drug_dacomitinib","-6.661e-05","0.0096","7.617e-05","0.0138","-0.00014278","0.0221"
"PI3K/AKT","CNA_AKT3","Protein_PTEN","Drug_dacomitinib","-1.68e-06","0.0059","-2.053e-05","0.0052","1.885e-05","0.0108"
"PI3K/AKT","CNA_AKT3","Protein_TSC2","Drug_dacomitinib","1.476e-05","0.0029","-1.452e-05","0.0031","2.928e-05","0.006"
"PI3K/AKT","CNA_PTEN","mRNA_GSK3B","Drug_dacomitinib","-6.85e-05","0.0032","1.047e-05","0.003","-7.896e-05","0.0062"
"PI3K/AKT","CNA_PTEN","mRNA_TSC2","Drug_dacomitinib","-2.727e-05","0.0022","-9.42e-06","0.0031","-1.785e-05","0.0053"
"PI3K/AKT","CNA_PTEN","mRNA_AKT2","Drug_dacomitinib","7.14e-06","0.0022","-5.05e-06","0.004","1.219e-05","0.0058"
"PI3K/AKT","CNA_PTEN","mRNA_GSK3A","Drug_dacomitinib","-1.56e-06","0.0019","3.77e-05","0.0091","-3.925e-05","0.0105"
"PI3K/AKT","CNA_PTEN","mRNA_INPP4B","Drug_dacomitinib","-5.03e-06","0.001","-9.03e-06","0.0016","4e-06","0.0026"
"PI3K/AKT","CNA_PTEN","mRNA_CDKN1B","Drug_dacomitinib","1.141e-05","0.0044","-6.59e-06","0.0046","1.8e-05","0.0088"
"PI3K/AKT","CNA_PTEN","mRNA_AKT3","Drug_dacomitinib","-0.00016807","0.0079","-4.29e-06","0.0017","-0.00016378","0.0096"
"PI3K/AKT","CNA_PTEN","mRNA_AKT1","Drug_dacomitinib","-2.49e-06","4e-04","-1.523e-05","0.0042","1.275e-05","0.0046"
"PI3K/AKT","CNA_PTEN","mRNA_PTEN","Drug_dacomitinib","0.00020391","0.0103","-4.18e-06","7e-04","0.00020809","0.0107"
"PI3K/AKT","CNA_PTEN","mRNA_AKT1S1","Drug_dacomitinib","1.1e-07","3e-04","2.9e-07","0.0026","-1.8e-07","0.0029"
"PI3K/AKT","CNA_PTEN","Protein_AKT1","Drug_dacomitinib","-1.074e-05","0.001","-1.6e-07","0.0028","-1.058e-05","0.0038"
"PI3K/AKT","CNA_PTEN","Protein_GSK3B","Drug_dacomitinib","3.57e-06","0.0027","-9.4e-06","0.0045","1.297e-05","0.0072"
"PI3K/AKT","CNA_PTEN","Protein_GSK3A","Drug_dacomitinib","1.665e-05","7e-04","2.25e-06","0.004","1.441e-05","0.0046"
"PI3K/AKT","CNA_PTEN","Protein_INPP4B","Drug_dacomitinib","-0.00019508","0.0081","7.6e-06","0.0018","-0.00020268","0.0097"
"PI3K/AKT","CNA_PTEN","Protein_CDKN1B","Drug_dacomitinib","-2.95e-06","0.0032","3.42e-06","0.0036","-6.37e-06","0.0067"
"PI3K/AKT","CNA_PTEN","Protein_AKT1S1","Drug_dacomitinib","3.121e-05","0.0078","5.617e-05","0.0201","-2.496e-05","0.0269"
"PI3K/AKT","CNA_PTEN","Protein_PTEN","Drug_dacomitinib","2.975e-05","0.0095","7.84e-06","0.0019","2.191e-05","0.0111"
"PI3K/AKT","CNA_PTEN","Protein_TSC2","Drug_dacomitinib","-3.345e-05","0.0018","5.42e-06","0.0011","-3.886e-05","0.0029"
"PI3K/AKT","CNA_CDKN1B","mRNA_GSK3B","Drug_dacomitinib","-9.86e-05","0.0074","2.309e-05","0.0065","-0.0001217","0.0122"
"PI3K/AKT","CNA_CDKN1B","mRNA_TSC2","Drug_dacomitinib","1.57e-05","0.0012","-8.217e-05","0.0227","9.786e-05","0.0232"
"PI3K/AKT","CNA_CDKN1B","mRNA_AKT2","Drug_dacomitinib","5.8e-06","9e-04","1.15e-05","0.0123","-5.69e-06","0.0126"
"PI3K/AKT","CNA_CDKN1B","mRNA_GSK3A","Drug_dacomitinib","-6.47e-06","0.0024","-1.527e-05","0.011","8.8e-06","0.013"
"PI3K/AKT","CNA_CDKN1B","mRNA_INPP4B","Drug_dacomitinib","-3.262e-05","0.0032","4.02e-06","0.001","-3.663e-05","0.0042"
"PI3K/AKT","CNA_CDKN1B","mRNA_CDKN1B","Drug_dacomitinib","0.00110205","0.0512","4.99e-06","0.0044","0.00109706","0.0524"
"PI3K/AKT","CNA_CDKN1B","mRNA_AKT3","Drug_dacomitinib","0.00039411","0.0147","1.43e-06","0.0079","0.00039268","0.0222"
"PI3K/AKT","CNA_CDKN1B","mRNA_AKT1","Drug_dacomitinib","-1.02e-05","0.0019","1.18e-06","0.0063","-1.138e-05","0.0079"
"PI3K/AKT","CNA_CDKN1B","mRNA_PTEN","Drug_dacomitinib","-0.0002244","0.0149","8.42e-06","0.0015","-0.00023282","0.0159"
"PI3K/AKT","CNA_CDKN1B","mRNA_AKT1S1","Drug_dacomitinib","7.59e-06","8e-04","5.72e-06","0.0024","1.87e-06","0.0031"
"PI3K/AKT","CNA_CDKN1B","Protein_AKT1","Drug_dacomitinib","-1.205e-05","9e-04","1.18e-05","0.0172","-2.385e-05","0.0175"
"PI3K/AKT","CNA_CDKN1B","Protein_GSK3B","Drug_dacomitinib","2.462e-05","0.0075","1.993e-05","0.0242","4.68e-06","0.0285"
"PI3K/AKT","CNA_CDKN1B","Protein_GSK3A","Drug_dacomitinib","1.169e-05","0.0195","1.03e-05","0.0052","1.38e-06","0.0215"
"PI3K/AKT","CNA_CDKN1B","Protein_INPP4B","Drug_dacomitinib","-2.43e-06","0.0011","-1.17e-06","0.0021","-1.26e-06","0.0032"
"PI3K/AKT","CNA_CDKN1B","Protein_CDKN1B","Drug_dacomitinib","0.00018557","0.0125","-2.783e-05","0.0056","0.00021341","0.0165"
"PI3K/AKT","CNA_CDKN1B","Protein_AKT1S1","Drug_dacomitinib","-5.99e-06","0.0013","1.214e-05","0.018","-1.813e-05","0.0186"
"PI3K/AKT","CNA_CDKN1B","Protein_PTEN","Drug_dacomitinib","9.35e-06","0.004","-4.52e-06","0.0028","1.387e-05","0.0059"
"PI3K/AKT","CNA_CDKN1B","Protein_TSC2","Drug_dacomitinib","6.45e-06","0.0016","-1.57e-06","0.0022","8.02e-06","0.0038"
"PI3K/AKT","CNA_AKT1","mRNA_GSK3B","Drug_dacomitinib","9.88e-06","0.0021","7.299e-05","0.0175","-6.311e-05","0.0194"
"PI3K/AKT","CNA_AKT1","mRNA_TSC2","Drug_dacomitinib","1.352e-05","0.0011","-3.422e-05","0.0174","4.774e-05","0.0181"
"PI3K/AKT","CNA_AKT1","mRNA_AKT2","Drug_dacomitinib","-1.23e-05","0.0088","1.797e-05","0.0071","-3.027e-05","0.0138"
"PI3K/AKT","CNA_AKT1","mRNA_GSK3A","Drug_dacomitinib","8.506e-05","0.0061","5.944e-05","0.026","2.562e-05","0.0291"
"PI3K/AKT","CNA_AKT1","mRNA_INPP4B","Drug_dacomitinib","-3.7e-06","0.0016","-7.79e-06","0.005","4.09e-06","0.0066"
"PI3K/AKT","CNA_AKT1","mRNA_CDKN1B","Drug_dacomitinib","3.47e-06","0.001","1.264e-05","0.0111","-9.17e-06","0.012"
"PI3K/AKT","CNA_AKT1","mRNA_AKT3","Drug_dacomitinib","-0.0025183","0.0748","7.43e-06","0.0101","-0.00252573","0.0799"
"PI3K/AKT","CNA_AKT1","mRNA_AKT1","Drug_dacomitinib","-0.00051274","0.0378","2.507e-05","0.0078","-0.0005378","0.0384"
"PI3K/AKT","CNA_AKT1","mRNA_PTEN","Drug_dacomitinib","-2.4e-07","0.0018","4.491e-05","0.0067","-4.515e-05","0.0083"
"PI3K/AKT","CNA_AKT1","mRNA_AKT1S1","Drug_dacomitinib","1.79e-06","0.0022","-1.09e-05","0.01","1.269e-05","0.0116"
"PI3K/AKT","CNA_AKT1","Protein_AKT1","Drug_dacomitinib","2.169e-05","0.0031","1.088e-05","0.0022","1.081e-05","0.0051"
"PI3K/AKT","CNA_AKT1","Protein_GSK3B","Drug_dacomitinib","3.603e-05","0.0096","-7.33e-06","0.0019","4.337e-05","0.0113"
"PI3K/AKT","CNA_AKT1","Protein_GSK3A","Drug_dacomitinib","-1.77e-06","7e-04","2e-06","0.0055","-3.76e-06","0.0062"
"PI3K/AKT","CNA_AKT1","Protein_INPP4B","Drug_dacomitinib","-2.95e-05","0.004","3.45e-06","0.0037","-3.295e-05","0.0076"
"PI3K/AKT","CNA_AKT1","Protein_CDKN1B","Drug_dacomitinib","-2.909e-05","0.0062","-1.209e-05","0.0063","-1.7e-05","0.0118"
"PI3K/AKT","CNA_AKT1","Protein_AKT1S1","Drug_dacomitinib","-1.873e-05","0.002","-1.67e-06","0.0047","-1.707e-05","0.0066"
"PI3K/AKT","CNA_AKT1","Protein_PTEN","Drug_dacomitinib","4e-06","0.0017","-4.33e-06","0.0012","8.33e-06","0.0028"
"PI3K/AKT","CNA_AKT1","Protein_TSC2","Drug_dacomitinib","-0.00010158","0.0083","4.81e-06","0.0012","-0.00010639","0.0092"
"PI3K/AKT","CNA_TSC2","mRNA_GSK3B","Drug_dacomitinib","-1.152e-05","0.002","7.39e-06","0.003","-1.891e-05","0.0048"
"PI3K/AKT","CNA_TSC2","mRNA_TSC2","Drug_dacomitinib","4.125e-05","0.0268","-3e-06","0.002","4.424e-05","0.0272"
"PI3K/AKT","CNA_TSC2","mRNA_AKT2","Drug_dacomitinib","-2.27e-06","0.0012","1.126e-05","0.0103","-1.353e-05","0.0108"
"PI3K/AKT","CNA_TSC2","mRNA_GSK3A","Drug_dacomitinib","-2.932e-05","0.0021","2.06e-05","0.0099","-4.992e-05","0.0117"
"PI3K/AKT","CNA_TSC2","mRNA_INPP4B","Drug_dacomitinib","5.25e-06","9e-04","-3.3e-07","8e-04","5.58e-06","0.0017"
"PI3K/AKT","CNA_TSC2","mRNA_CDKN1B","Drug_dacomitinib","6.694e-05","0.0049","9.003e-05","0.0372","-2.308e-05","0.0389"
"PI3K/AKT","CNA_TSC2","mRNA_AKT3","Drug_dacomitinib","0.00032268","0.0174","-5.9e-07","0.004","0.00032327","0.0204"
"PI3K/AKT","CNA_TSC2","mRNA_AKT1","Drug_dacomitinib","-2.23e-06","0.0015","-2.95e-05","0.0207","2.727e-05","0.0213"
"PI3K/AKT","CNA_TSC2","mRNA_PTEN","Drug_dacomitinib","8.04e-06","0.0024","-1.153e-05","0.0029","1.957e-05","0.0052"
"PI3K/AKT","CNA_TSC2","mRNA_AKT1S1","Drug_dacomitinib","-1.737e-05","0.0017","-8.89e-06","0.0042","-8.49e-06","0.0058"
"PI3K/AKT","CNA_TSC2","Protein_AKT1","Drug_dacomitinib","1.91e-05","0.0016","-1.06e-06","0.0019","2.016e-05","0.0032"
"PI3K/AKT","CNA_TSC2","Protein_GSK3B","Drug_dacomitinib","-3.47e-06","0.0023","-7.77e-06","0.0055","4.31e-06","0.0071"
"PI3K/AKT","CNA_TSC2","Protein_GSK3A","Drug_dacomitinib","3.33e-06","0.0019","-6.32e-06","0.0046","9.65e-06","0.0064"
"PI3K/AKT","CNA_TSC2","Protein_INPP4B","Drug_dacomitinib","-0.00021598","0.0144","9.77e-06","0.0028","-0.00022574","0.0166"
"PI3K/AKT","CNA_TSC2","Protein_CDKN1B","Drug_dacomitinib","8.36e-06","0.0022","-1.227e-05","0.005","2.064e-05","0.0072"
"PI3K/AKT","CNA_TSC2","Protein_AKT1S1","Drug_dacomitinib","-1.445e-05","0.0042","8.38e-06","0.0056","-2.283e-05","0.0092"
"PI3K/AKT","CNA_TSC2","Protein_PTEN","Drug_dacomitinib","2.23e-06","0.0014","3.12e-06","0.0013","-8.9e-07","0.0027"
"PI3K/AKT","CNA_TSC2","Protein_TSC2","Drug_dacomitinib","0.00026757","0.0103","-3.21e-06","6e-04","0.00027077","0.0105"
"PI3K/AKT","CNA_AKT2","mRNA_GSK3B","Drug_dacomitinib","-9.92e-06","0.0013","1.153e-05","0.0075","-2.145e-05","0.0086"
"PI3K/AKT","CNA_AKT2","mRNA_TSC2","Drug_dacomitinib","-2e-06","8e-04","-1.439e-05","0.0109","1.239e-05","0.0115"
"PI3K/AKT","CNA_AKT2","mRNA_AKT2","Drug_dacomitinib","0.00037072","0.0315","-9.11e-06","0.0031","0.00037983","0.0321"
"PI3K/AKT","CNA_AKT2","mRNA_GSK3A","Drug_dacomitinib","1.25e-05","0.0084","0.00042945","0.0611","-0.00041695","0.0641"
"PI3K/AKT","CNA_AKT2","mRNA_INPP4B","Drug_dacomitinib","-3e-06","7e-04","3.21e-06","0.0012","-6.21e-06","0.0019"
"PI3K/AKT","CNA_AKT2","mRNA_CDKN1B","Drug_dacomitinib","-4.304e-05","0.0032","0.00010358","0.024","-0.00014662","0.0251"
"PI3K/AKT","CNA_AKT2","mRNA_AKT3","Drug_dacomitinib","-2.799e-05","0.0045","1.266e-05","0.005","-4.065e-05","0.0092"
"PI3K/AKT","CNA_AKT2","mRNA_AKT1","Drug_dacomitinib","-4.92e-06","0.0012","-7.18e-06","0.0029","2.26e-06","0.0039"
"PI3K/AKT","CNA_AKT2","mRNA_PTEN","Drug_dacomitinib","2.613e-05","0.0016","-2.37e-06","0.0033","2.85e-05","0.0047"
"PI3K/AKT","CNA_AKT2","mRNA_AKT1S1","Drug_dacomitinib","9.3e-07","4e-04","-1.18e-06","0.0071","2.1e-06","0.0075"
"PI3K/AKT","CNA_AKT2","Protein_AKT1","Drug_dacomitinib","1.416e-05","0.002","-2.96e-06","0.002","1.712e-05","0.0038"
"PI3K/AKT","CNA_AKT2","Protein_GSK3B","Drug_dacomitinib","1.289e-05","0.0028","-6.28e-06","0.0023","1.917e-05","0.005"
"PI3K/AKT","CNA_AKT2","Protein_GSK3A","Drug_dacomitinib","-3.11e-06","0.0012","-6.18e-06","0.0026","3.07e-06","0.0038"
"PI3K/AKT","CNA_AKT2","Protein_INPP4B","Drug_dacomitinib","3.266e-05","0.0031","-1.16e-06","0.0017","3.382e-05","0.0048"
"PI3K/AKT","CNA_AKT2","Protein_CDKN1B","Drug_dacomitinib","8.563e-05","0.0046","-1.286e-05","0.0042","9.849e-05","0.0081"
"PI3K/AKT","CNA_AKT2","Protein_AKT1S1","Drug_dacomitinib","1.77e-05","0.0026","-1.272e-05","0.0057","3.042e-05","0.0082"
"PI3K/AKT","CNA_AKT2","Protein_PTEN","Drug_dacomitinib","1.651e-05","9e-04","-7.4e-07","0.0018","1.725e-05","0.0023"
"PI3K/AKT","CNA_AKT2","Protein_TSC2","Drug_dacomitinib","1.527e-05","0.003","-4.4e-07","8e-04","1.572e-05","0.0038"
"PI3K/AKT","CNA_GSK3A","mRNA_GSK3B","Drug_dacomitinib","2.596e-05","0.0032","2.42e-05","0.0087","1.77e-06","0.0109"
"PI3K/AKT","CNA_GSK3A","mRNA_TSC2","Drug_dacomitinib","-2.6e-06","0.001","3.4e-06","0.0045","-6e-06","0.0052"
"PI3K/AKT","CNA_GSK3A","mRNA_AKT2","Drug_dacomitinib","1.846e-05","0.0024","0.00022128","0.0282","-0.00020282","0.0295"
"PI3K/AKT","CNA_GSK3A","mRNA_GSK3A","Drug_dacomitinib","0.00213975","0.0694","-1.317e-05","0.0099","0.00215292","0.0711"
"PI3K/AKT","CNA_GSK3A","mRNA_INPP4B","Drug_dacomitinib","-2.55e-06","0.0017","1.01e-05","0.0027","-1.265e-05","0.0041"
"PI3K/AKT","CNA_GSK3A","mRNA_CDKN1B","Drug_dacomitinib","1.294e-05","0.0028","1.262e-05","0.0083","3.2e-07","0.0108"
"PI3K/AKT","CNA_GSK3A","mRNA_AKT3","Drug_dacomitinib","5e-06","0.0056","2.349e-05","0.006","-1.849e-05","0.0112"
"PI3K/AKT","CNA_GSK3A","mRNA_AKT1","Drug_dacomitinib","-2.311e-05","0.002","-2.178e-05","0.008","-1.33e-06","0.0089"
"PI3K/AKT","CNA_GSK3A","mRNA_PTEN","Drug_dacomitinib","4.41e-06","7e-04","4.42e-06","0.002","-2e-08","0.0027"
"PI3K/AKT","CNA_GSK3A","mRNA_AKT1S1","Drug_dacomitinib","6.32e-06","5e-04","5.39e-06","0.008","9.2e-07","0.0082"
"PI3K/AKT","CNA_GSK3A","Protein_AKT1","Drug_dacomitinib","-1.161e-05","8e-04","6.87e-06","0.003","-1.848e-05","0.0035"
"PI3K/AKT","CNA_GSK3A","Protein_GSK3B","Drug_dacomitinib","-1.99e-06","0.0017","-1.723e-05","0.0063","1.524e-05","0.008"
"PI3K/AKT","CNA_GSK3A","Protein_GSK3A","Drug_dacomitinib","-5.82e-06","0.0042","-8.81e-06","0.0031","2.99e-06","0.0068"
"PI3K/AKT","CNA_GSK3A","Protein_INPP4B","Drug_dacomitinib","2.988e-05","0.0028","-1.12e-06","0.0018","3.1e-05","0.0046"
"PI3K/AKT","CNA_GSK3A","Protein_CDKN1B","Drug_dacomitinib","0.00010435","0.0038","1.38e-06","0.004","0.00010297","0.0078"
"PI3K/AKT","CNA_GSK3A","Protein_AKT1S1","Drug_dacomitinib","2.945e-05","0.0024","2.588e-05","0.008","3.57e-06","0.0102"
"PI3K/AKT","CNA_GSK3A","Protein_PTEN","Drug_dacomitinib","-1.42e-06","9e-04","8e-06","0.0016","-9.42e-06","0.0025"
"PI3K/AKT","CNA_GSK3A","Protein_TSC2","Drug_dacomitinib","6.03e-06","0.0035","7.9e-07","0.0013","5.24e-06","0.0048"
"PI3K/AKT","CNA_AKT1S1","mRNA_GSK3B","Drug_dacomitinib","-2.471e-05","0.0017","-3.39e-06","0.0033","-2.132e-05","0.0045"
"PI3K/AKT","CNA_AKT1S1","mRNA_TSC2","Drug_dacomitinib","1.38e-06","8e-04","-2.59e-06","0.0061","3.98e-06","0.0065"
"PI3K/AKT","CNA_AKT1S1","mRNA_AKT2","Drug_dacomitinib","-2.66e-06","7e-04","1.424e-05","0.0043","-1.69e-05","0.005"
"PI3K/AKT","CNA_AKT1S1","mRNA_GSK3A","Drug_dacomitinib","6.379e-05","0.0053","5.308e-05","0.019","1.071e-05","0.0231"
"PI3K/AKT","CNA_AKT1S1","mRNA_INPP4B","Drug_dacomitinib","6.92e-06","0.0013","2.56e-06","0.0014","4.36e-06","0.0025"
"PI3K/AKT","CNA_AKT1S1","mRNA_CDKN1B","Drug_dacomitinib","2.129e-05","0.0033","-6.49e-06","0.0055","2.777e-05","0.0086"
"PI3K/AKT","CNA_AKT1S1","mRNA_AKT3","Drug_dacomitinib","5.35e-06","0.0036","0.00015558","0.0174","-0.00015023","0.02"
"PI3K/AKT","CNA_AKT1S1","mRNA_AKT1","Drug_dacomitinib","-1.204e-05","0.0022","-1.183e-05","0.0125","-2.1e-07","0.0138"
